subj_id,qual_col,measure,row,Name,TextResp1,TextResp2,correctPermissive1,correctPermissive2
R_81i04UQTtFxOXlz,NameResp_TEXT(2),NameResp_TEXT,2,train,track,a railroad track ,1,0
R_aflUaQ1v901DTZb,NameResp_TEXT(2),NameResp_TEXT,2,train,Piano,Piano,0,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(2),NameResp_TEXT,2,train,piano,piano,0,0
R_9movxfJr3JHx4c5,NameResp_TEXT(2),NameResp_TEXT,2,train,train,train,1,1
R_6zZuvVsaXiYicmh,NameResp_TEXT(2),NameResp_TEXT,2,train,train,train,1,1
R_7Os34FuyUOKUtAV,NameResp_TEXT(2),NameResp_TEXT,2,train,,,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(2),NameResp_TEXT,2,train,,,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(2),NameResp_TEXT,2,train,piano,piano,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(2),NameResp_TEXT,2,train,train,train,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(2),NameResp_TEXT,2,train,piano,piano,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(2),NameResp_TEXT,2,train,overlooking a neighbor hood from a bridge,overlooking a neighbor hood from a bridge,0,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(2),NameResp_TEXT,2,train,Trombone ,Trombone ,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(2),NameResp_TEXT,2,train,train,train,1,1
R_9KSFfd62afsuieF,NameResp_TEXT(2),NameResp_TEXT,2,train,bed,bed,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(2),NameResp_TEXT,2,train,train,train,1,1
R_bjv98vU4STp6zQx,NameResp_TEXT(2),NameResp_TEXT,2,train,bridge,bridge,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(2),NameResp_TEXT,2,train,train,train,1,1
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(2),NameResp_TEXT,2,train,,,0,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(2),NameResp_TEXT,2,train,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(2),NameResp_TEXT,2,train,,,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(2),NameResp_TEXT,2,train,a piano,a piano,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(2),NameResp_TEXT,2,train,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(2),NameResp_TEXT,2,train,,,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(2),NameResp_TEXT,2,train,a trombone,a trombone,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(2),NameResp_TEXT,2,train,house,house,0,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(2),NameResp_TEXT,2,train,houses,houses,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(2),NameResp_TEXT,2,train,pool table,pool table,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(2),NameResp_TEXT,2,train,,,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(3),NameResp_TEXT,3,balloon,MLKJ,MLKJ,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(3),NameResp_TEXT,3,balloon,balloon,balloon,1,1
R_1TCKelAGYh94Ppr,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(3),NameResp_TEXT,3,balloon,a cowboy kicking up dust with his vehicle,a cowboy kicking up dust with his vehicle,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(3),NameResp_TEXT,3,balloon,balloon,balloon,1,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(3),NameResp_TEXT,3,balloon,person's face,person's face,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(3),NameResp_TEXT,3,balloon,balloon,balloon,1,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(3),NameResp_TEXT,3,balloon,skull,skull,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(3),NameResp_TEXT,3,balloon,the devil,the devil,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(3),NameResp_TEXT,3,balloon,person,person,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(3),NameResp_TEXT,3,balloon,gold,gold,0,0
R_81i04UQTtFxOXlz,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_aflUaQ1v901DTZb,NameResp_TEXT(3),NameResp_TEXT,3,balloon,balloon,balloon,1,1
R_8cU5NCG2ysTIeFf,NameResp_TEXT(3),NameResp_TEXT,3,balloon,dog and flowers,dog and flowers,0,0
R_9movxfJr3JHx4c5,NameResp_TEXT(3),NameResp_TEXT,3,balloon,flowers,flowers,0,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(3),NameResp_TEXT,3,balloon,panda bear,panda bear,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(3),NameResp_TEXT,3,balloon,Row of seats in a theater,Row of seats in a theater,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(3),NameResp_TEXT,3,balloon,person's head from side,person's head from side,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(3),NameResp_TEXT,3,balloon,baby,baby,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(3),NameResp_TEXT,3,balloon,ghost,ghost,0,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(3),NameResp_TEXT,3,balloon,jellyfish,jellyfish,0,0
R_9KSFfd62afsuieF,NameResp_TEXT(3),NameResp_TEXT,3,balloon,octopus,octopus,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(3),NameResp_TEXT,3,balloon,face,face,0,0
R_bjv98vU4STp6zQx,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(3),NameResp_TEXT,3,balloon,head,head,0,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(3),NameResp_TEXT,3,balloon,a baby,a baby,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(3),NameResp_TEXT,3,balloon,man,man,0,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(3),NameResp_TEXT,3,balloon,,,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(3),NameResp_TEXT,3,balloon,a skull,a skull,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(3),NameResp_TEXT,3,balloon,owl,owl,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(4),NameResp_TEXT,4,backpack,moped,moped,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack,backpack,1,1
R_1TCKelAGYh94Ppr,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(4),NameResp_TEXT,4,backpack,"cars, traffic jam","cars, traffic jam",0,0
R_03dyKKqahwimd1z,NameResp_TEXT(4),NameResp_TEXT,4,backpack,house,house,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack,backpack,1,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(4),NameResp_TEXT,4,backpack,car seat,car seat,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack,backpack,1,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack,backpack ,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(4),NameResp_TEXT,4,backpack,a city in the night sky,a city in the night sky,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(4),NameResp_TEXT,4,backpack,person,person,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack,backpack,1,1
R_81i04UQTtFxOXlz,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_aflUaQ1v901DTZb,NameResp_TEXT(4),NameResp_TEXT,4,backpack,doorway,doorway,0,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(4),NameResp_TEXT,4,backpack,train,train,0,0
R_9movxfJr3JHx4c5,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack,backpack,1,1
R_7Os34FuyUOKUtAV,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(4),NameResp_TEXT,4,backpack,student on break,student on break,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(4),NameResp_TEXT,4,backpack,people throwing objects,people throwing objects,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(4),NameResp_TEXT,4,backpack,Mailbox,Mailbox,0,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_9KSFfd62afsuieF,NameResp_TEXT(4),NameResp_TEXT,4,backpack,penguin,penguin,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_bjv98vU4STp6zQx,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack,backpack,1,1
R_eDMsuefXH4Nvbhz,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(4),NameResp_TEXT,4,backpack,People dancing,People dancing,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(4),NameResp_TEXT,4,backpack,train,train,0,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(4),NameResp_TEXT,4,backpack,beards,beards,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(4),NameResp_TEXT,4,backpack,,,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(5),NameResp_TEXT,5,headphones,building,building,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(5),NameResp_TEXT,5,headphones,rollarcoaster,rollarcoaster,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(5),NameResp_TEXT,5,headphones,city overview,city overview,0,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(5),NameResp_TEXT,5,headphones,houses,houses,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(5),NameResp_TEXT,5,headphones,a town ,a town ,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(5),NameResp_TEXT,5,headphones,house,house,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(5),NameResp_TEXT,5,headphones,city,city,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(5),NameResp_TEXT,5,headphones,bridge,bridge,0,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(5),NameResp_TEXT,5,headphones,House,House,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(5),NameResp_TEXT,5,headphones,houses/building,houses/building,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(5),NameResp_TEXT,5,headphones,a group of houses (like you see in Greece) ,a group of houses (like you see in Greece) ,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(5),NameResp_TEXT,5,headphones,face,face,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(5),NameResp_TEXT,5,headphones,narwhal,narwhal,0,0
R_81i04UQTtFxOXlz,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_aflUaQ1v901DTZb,NameResp_TEXT(5),NameResp_TEXT,5,headphones,a house,a house,0,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(5),NameResp_TEXT,5,headphones,village,village,0,0
R_9movxfJr3JHx4c5,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(5),NameResp_TEXT,5,headphones,dinosaur,dinosaur,0,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(5),NameResp_TEXT,5,headphones,city,city,0,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(5),NameResp_TEXT,5,headphones,buildings,buildings,0,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(5),NameResp_TEXT,5,headphones,man,man,0,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(5),NameResp_TEXT,5,headphones,buildings,buildings,0,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(5),NameResp_TEXT,5,headphones,looks like the presentation clip ad for a production company before a film of a company i forgot the name of ,looks like the presentation clip ad for a production company before a film of a company i forgot the name of ,0,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_9KSFfd62afsuieF,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_02GRIQd5MDRenPf,NameResp_TEXT(5),NameResp_TEXT,5,headphones,letter E a lot of times,letter E a lot of times,0,0
R_bjv98vU4STp6zQx,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(5),NameResp_TEXT,5,headphones,house,house,0,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(5),NameResp_TEXT,5,headphones,house ,house ,0,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_cGTSCS88UP99f0x,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_6ujqTETwTzRExX7,NameResp_TEXT(5),NameResp_TEXT,5,headphones,rainbow,rainbow,0,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(5),NameResp_TEXT,5,headphones,Town,Town,0,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_aWcEn0nidpymQER,NameResp_TEXT(5),NameResp_TEXT,5,headphones,soldier,soldier,0,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(5),NameResp_TEXT,5,headphones,dinosaur,dinosaur,0,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(5),NameResp_TEXT,5,headphones,houses and a chimney,houses and a chimney,0,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(5),NameResp_TEXT,5,headphones,,,0,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_0NWkLPKVngfskaV,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_5uoQgdmI1psnW97,NameResp_TEXT(6),NameResp_TEXT,6,stroller,leaves,leaves,0,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_03dyKKqahwimd1z,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(6),NameResp_TEXT,6,stroller,whale,whale,0,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(6),NameResp_TEXT,6,stroller,binoculars,binoculars,0,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(6),NameResp_TEXT,6,stroller,monsters,monsters,0,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(6),NameResp_TEXT,6,stroller,Looks like cave art of a battle,Looks like cave art of a battle,0,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,,0,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(6),NameResp_TEXT,6,stroller,hope,hope,0,0
