subj_id,qual_col,row,Name,TextResp,isCorrect
R_9KSFfd62afsuieF,NameResp_TEXT(3),3,balloon,octopus,0
R_02GRIQd5MDRenPf,NameResp_TEXT(3),3,balloon,face,0
R_bjv98vU4STp6zQx,NameResp_TEXT(3),3,balloon,,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(3),3,balloon,head,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(3),3,balloon,,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(3),3,balloon,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(3),3,balloon,,0
R_6ujqTETwTzRExX7,NameResp_TEXT(3),3,balloon,a baby,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(3),3,balloon,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(3),3,balloon,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(3),3,balloon,,0
R_aWcEn0nidpymQER,NameResp_TEXT(3),3,balloon,man,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(3),3,balloon,,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(3),3,balloon,a skull,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(3),3,balloon,owl,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(4),4,backpack,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(4),4,backpack,moped,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(4),4,backpack,backpack,1
R_1TCKelAGYh94Ppr,NameResp_TEXT(4),4,backpack,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(4),4,backpack,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(4),4,backpack,"cars, traffic jam",0
R_03dyKKqahwimd1z,NameResp_TEXT(4),4,backpack,house,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(4),4,backpack,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(4),4,backpack,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(4),4,backpack,backpack,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(4),4,backpack,car seat,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(4),4,backpack,,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(4),4,backpack,backpack,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(4),4,backpack,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(4),4,backpack,backpack,1
R_9NNGTs03HOOrLhz,NameResp_TEXT(4),4,backpack,a city in the night sky,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(4),4,backpack,person,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(4),4,backpack,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(4),4,backpack,backpack,1
R_81i04UQTtFxOXlz,NameResp_TEXT(4),4,backpack,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(4),4,backpack,doorway,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(4),4,backpack,train,0
R_9movxfJr3JHx4c5,NameResp_TEXT(4),4,backpack,,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(4),4,backpack,backpack,1
R_7Os34FuyUOKUtAV,NameResp_TEXT(4),4,backpack,,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(4),4,backpack,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(4),4,backpack,student on break,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(4),4,backpack,people throwing objects,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(4),4,backpack,,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(4),4,backpack,Mailbox,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(4),4,backpack,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(4),4,backpack,,0
R_9KSFfd62afsuieF,NameResp_TEXT(4),4,backpack,penguin,0
R_02GRIQd5MDRenPf,NameResp_TEXT(4),4,backpack,,0
R_bjv98vU4STp6zQx,NameResp_TEXT(4),4,backpack,,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(4),4,backpack,,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(4),4,backpack,backpack,1
R_eDMsuefXH4Nvbhz,NameResp_TEXT(4),4,backpack,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(4),4,backpack,,0
R_6ujqTETwTzRExX7,NameResp_TEXT(4),4,backpack,People dancing,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(4),4,backpack,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(4),4,backpack,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(4),4,backpack,,0
R_aWcEn0nidpymQER,NameResp_TEXT(4),4,backpack,train,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(4),4,backpack,,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(4),4,backpack,beards,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(4),4,backpack,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(5),5,headphones,building,0
R_0NWkLPKVngfskaV,NameResp_TEXT(5),5,headphones,rollarcoaster,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(5),5,headphones,city overview,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(5),5,headphones,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(5),5,headphones,houses,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(5),5,headphones,a town ,0
R_03dyKKqahwimd1z,NameResp_TEXT(5),5,headphones,house,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(5),5,headphones,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(5),5,headphones,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(5),5,headphones,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(5),5,headphones,city,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(5),5,headphones,bridge,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(5),5,headphones,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(5),5,headphones,House,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(5),5,headphones,houses/building,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(5),5,headphones,a group of houses (like you see in Greece) ,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(5),5,headphones,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(5),5,headphones,face,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(5),5,headphones,narwhal,0
R_81i04UQTtFxOXlz,NameResp_TEXT(5),5,headphones,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(5),5,headphones,a house,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(5),5,headphones,village,0
R_9movxfJr3JHx4c5,NameResp_TEXT(5),5,headphones,,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(5),5,headphones,dinosaur,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(5),5,headphones,city,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(5),5,headphones,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(5),5,headphones,,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(5),5,headphones,buildings,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(5),5,headphones,man,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(5),5,headphones,buildings,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(5),5,headphones,looks like the presentation clip ad for a production company before a film of a company i forgot the name of ,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(5),5,headphones,,0
R_9KSFfd62afsuieF,NameResp_TEXT(5),5,headphones,,0
R_02GRIQd5MDRenPf,NameResp_TEXT(5),5,headphones,letter E a lot of times,0
R_bjv98vU4STp6zQx,NameResp_TEXT(5),5,headphones,,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(5),5,headphones,house,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(5),5,headphones,house ,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(5),5,headphones,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(5),5,headphones,,0
R_6ujqTETwTzRExX7,NameResp_TEXT(5),5,headphones,rainbow,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(5),5,headphones,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(5),5,headphones,Town,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(5),5,headphones,,0
R_aWcEn0nidpymQER,NameResp_TEXT(5),5,headphones,soldier,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(5),5,headphones,dinosaur,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(5),5,headphones,houses and a chimney,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(5),5,headphones,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(6),6,stroller,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(6),6,stroller,,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(6),6,stroller,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(6),6,stroller,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(6),6,stroller,leaves,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(6),6,stroller,,0
R_03dyKKqahwimd1z,NameResp_TEXT(6),6,stroller,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(6),6,stroller,whale,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(6),6,stroller,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(6),6,stroller,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(6),6,stroller,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(6),6,stroller,binoculars,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(6),6,stroller,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(6),6,stroller,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(6),6,stroller,monsters,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(6),6,stroller,Looks like cave art of a battle,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(6),6,stroller,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(6),6,stroller,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(6),6,stroller,hope,0
R_81i04UQTtFxOXlz,NameResp_TEXT(6),6,stroller,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(6),6,stroller,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(6),6,stroller,,0
R_9movxfJr3JHx4c5,NameResp_TEXT(6),6,stroller,,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(6),6,stroller,,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(6),6,stroller,,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(6),6,stroller,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(6),6,stroller,brawl,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(6),6,stroller,,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(6),6,stroller,little people,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(6),6,stroller,witch,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(6),6,stroller,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(6),6,stroller,,0
R_9KSFfd62afsuieF,NameResp_TEXT(6),6,stroller,bulldog,0
R_02GRIQd5MDRenPf,NameResp_TEXT(6),6,stroller,faces,0
R_bjv98vU4STp6zQx,NameResp_TEXT(6),6,stroller,,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(6),6,stroller,,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(6),6,stroller,,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(6),6,stroller,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(6),6,stroller,fish,0
R_6ujqTETwTzRExX7,NameResp_TEXT(6),6,stroller,,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(6),6,stroller,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(6),6,stroller,,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(6),6,stroller,,0
R_aWcEn0nidpymQER,NameResp_TEXT(6),6,stroller,forest,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(6),6,stroller,,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(6),6,stroller,a weird creature in the center,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(6),6,stroller,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(7),7,hammer,wrench,0
R_0NWkLPKVngfskaV,NameResp_TEXT(7),7,hammer,hammer,1
R_2tvsWbcRX5R84ap,NameResp_TEXT(7),7,hammer,bat,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(7),7,hammer,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(7),7,hammer,a log in water,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(7),7,hammer,,0
R_03dyKKqahwimd1z,NameResp_TEXT(7),7,hammer,walking stick,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(7),7,hammer,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(7),7,hammer,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(7),7,hammer,hammer,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(7),7,hammer,metal rod,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(7),7,hammer,hammer,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(7),7,hammer,hammer,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(7),7,hammer,Flashlight,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(7),7,hammer,cane,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(7),7,hammer,hammer,1
R_9QAIH8o5XKYkAFD,NameResp_TEXT(7),7,hammer,hammer,1
R_8hQIw8oM3sZtlUV,NameResp_TEXT(7),7,hammer,hammer,1
R_dbuBKRXlnjouSRD,NameResp_TEXT(7),7,hammer,hammer,1
R_81i04UQTtFxOXlz,NameResp_TEXT(7),7,hammer,hammer,1
R_aflUaQ1v901DTZb,NameResp_TEXT(7),7,hammer,hammer,1
R_8cU5NCG2ysTIeFf,NameResp_TEXT(7),7,hammer,,0
R_9movxfJr3JHx4c5,NameResp_TEXT(7),7,hammer,piccolo,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(7),7,hammer,baton,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(7),7,hammer,flute,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(7),7,hammer,,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(7),7,hammer,hammer,1
R_cAPsFbVcU6FKEpT,NameResp_TEXT(7),7,hammer,satellite in space,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(7),7,hammer,sea horse ,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(7),7,hammer,hammer,1
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(7),7,hammer,,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(7),7,hammer,,0
R_9KSFfd62afsuieF,NameResp_TEXT(7),7,hammer,plane,0
R_02GRIQd5MDRenPf,NameResp_TEXT(7),7,hammer,rain,0
R_bjv98vU4STp6zQx,NameResp_TEXT(7),7,hammer,hammer,1
R_9KB1XzOy6rP7O1D,NameResp_TEXT(7),7,hammer,,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(7),7,hammer,rifle,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(7),7,hammer,,0
R_cGTSCS88UP99f0x,NameResp_TEXT(7),7,hammer,battle,0
R_6ujqTETwTzRExX7,NameResp_TEXT(7),7,hammer,canoe,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(7),7,hammer,,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(7),7,hammer,hammer,1
R_0ih7r0MXsn7mCSV,NameResp_TEXT(7),7,hammer,hammer,1
R_aWcEn0nidpymQER,NameResp_TEXT(7),7,hammer,hammer,1
R_9FZPEV6r7ezLOSN,NameResp_TEXT(7),7,hammer,,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(7),7,hammer,snow and a lightsaber,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(7),7,hammer,hammer,1
R_8nQqGUmR9MT1CTP,NameResp_TEXT(8),8,camera,camera,1
R_0NWkLPKVngfskaV,NameResp_TEXT(8),8,camera,camera,1
R_2tvsWbcRX5R84ap,NameResp_TEXT(8),8,camera,camera,1
R_1TCKelAGYh94Ppr,NameResp_TEXT(8),8,camera,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(8),8,camera,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(8),8,camera,,0
R_03dyKKqahwimd1z,NameResp_TEXT(8),8,camera,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(8),8,camera,camera,1
R_1EWCq1k7UFauhNj,NameResp_TEXT(8),8,camera,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(8),8,camera,camera,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(8),8,camera,camera,1
R_4T9SzDwjzOtlmrX,NameResp_TEXT(8),8,camera,camera,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(8),8,camera,camera,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(8),8,camera,camera,1
R_3jv8dkv5pkIe4f3,NameResp_TEXT(8),8,camera,camera,1
R_9NNGTs03HOOrLhz,NameResp_TEXT(8),8,camera,camera,1
R_9QAIH8o5XKYkAFD,NameResp_TEXT(8),8,camera,camera,1
R_8hQIw8oM3sZtlUV,NameResp_TEXT(8),8,camera,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(8),8,camera,camera,1
R_81i04UQTtFxOXlz,NameResp_TEXT(8),8,camera,camera,1
R_aflUaQ1v901DTZb,NameResp_TEXT(8),8,camera,camera,1
R_8cU5NCG2ysTIeFf,NameResp_TEXT(8),8,camera,camera,1
R_9movxfJr3JHx4c5,NameResp_TEXT(8),8,camera,tool,0
