subj_id,qual_col,measure,row,Name,TextResp
R_1TCKelAGYh94Ppr,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_5uoQgdmI1psnW97,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(2),NameResp_TEXT,2,train,"a piano, church pipe organ"
R_03dyKKqahwimd1z,NameResp_TEXT(2),NameResp_TEXT,2,train,bridge
R_4I5pqYdhVgOKFKd,NameResp_TEXT(2),NameResp_TEXT,2,train,piano
R_1EWCq1k7UFauhNj,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_81xh6ldt0VxOPHL,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_4T9SzDwjzOtlmrX,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_eFBfDt4acLjjVQh,NameResp_TEXT(2),NameResp_TEXT,2,train,cane
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_3jv8dkv5pkIe4f3,NameResp_TEXT(2),NameResp_TEXT,2,train,piano
R_9NNGTs03HOOrLhz,NameResp_TEXT(2),NameResp_TEXT,2,train,a piano and a black women leaning/laying on top of it (like back in the 70s/80s)
R_9QAIH8o5XKYkAFD,NameResp_TEXT(2),NameResp_TEXT,2,train,piano
R_8hQIw8oM3sZtlUV,NameResp_TEXT(2),NameResp_TEXT,2,train,piano
R_dbuBKRXlnjouSRD,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_81i04UQTtFxOXlz,NameResp_TEXT(2),NameResp_TEXT,2,train,track
R_aflUaQ1v901DTZb,NameResp_TEXT(2),NameResp_TEXT,2,train,Piano
R_8cU5NCG2ysTIeFf,NameResp_TEXT(2),NameResp_TEXT,2,train,piano
R_9movxfJr3JHx4c5,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_6zZuvVsaXiYicmh,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_7Os34FuyUOKUtAV,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_6tIMcOQsORkQnuB,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(2),NameResp_TEXT,2,train,piano
R_cAPsFbVcU6FKEpT,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_cO0dBs5ofX0BOpT,NameResp_TEXT(2),NameResp_TEXT,2,train,piano
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(2),NameResp_TEXT,2,train,overlooking a neighbor hood from a bridge
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(2),NameResp_TEXT,2,train,Trombone 
R_0cuIBoqJYSnYnLT,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_9KSFfd62afsuieF,NameResp_TEXT(2),NameResp_TEXT,2,train,bed
R_02GRIQd5MDRenPf,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_bjv98vU4STp6zQx,NameResp_TEXT(2),NameResp_TEXT,2,train,bridge
R_9KB1XzOy6rP7O1D,NameResp_TEXT(2),NameResp_TEXT,2,train,train
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_eDMsuefXH4Nvbhz,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_cGTSCS88UP99f0x,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_6ujqTETwTzRExX7,NameResp_TEXT(2),NameResp_TEXT,2,train,a piano
R_1NfgfYV1GvFsWiN,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_0TiNGME0OVqJO3H,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(2),NameResp_TEXT,2,train,a trombone
R_aWcEn0nidpymQER,NameResp_TEXT(2),NameResp_TEXT,2,train,house
R_9FZPEV6r7ezLOSN,NameResp_TEXT(2),NameResp_TEXT,2,train,houses
R_6zhc96D1g2EpM2h,NameResp_TEXT(2),NameResp_TEXT,2,train,pool table
R_2a6HPCAFPrB4mIR,NameResp_TEXT(2),NameResp_TEXT,2,train,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_0NWkLPKVngfskaV,NameResp_TEXT(3),NameResp_TEXT,3,balloon,MLKJ
R_2tvsWbcRX5R84ap,NameResp_TEXT(3),NameResp_TEXT,3,balloon,balloon
R_1TCKelAGYh94Ppr,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_5uoQgdmI1psnW97,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(3),NameResp_TEXT,3,balloon,a cowboy kicking up dust with his vehicle
R_03dyKKqahwimd1z,NameResp_TEXT(3),NameResp_TEXT,3,balloon,balloon
R_4I5pqYdhVgOKFKd,NameResp_TEXT(3),NameResp_TEXT,3,balloon,person's face
R_1EWCq1k7UFauhNj,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_81xh6ldt0VxOPHL,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(3),NameResp_TEXT,3,balloon,balloon
R_eFBfDt4acLjjVQh,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(3),NameResp_TEXT,3,balloon,skull
R_9NNGTs03HOOrLhz,NameResp_TEXT(3),NameResp_TEXT,3,balloon,the devil
R_9QAIH8o5XKYkAFD,NameResp_TEXT(3),NameResp_TEXT,3,balloon,person
R_8hQIw8oM3sZtlUV,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_dbuBKRXlnjouSRD,NameResp_TEXT(3),NameResp_TEXT,3,balloon,gold
R_81i04UQTtFxOXlz,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_aflUaQ1v901DTZb,NameResp_TEXT(3),NameResp_TEXT,3,balloon,balloon
R_8cU5NCG2ysTIeFf,NameResp_TEXT(3),NameResp_TEXT,3,balloon,dog and flowers
R_9movxfJr3JHx4c5,NameResp_TEXT(3),NameResp_TEXT,3,balloon,flowers
R_6zZuvVsaXiYicmh,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_7Os34FuyUOKUtAV,NameResp_TEXT(3),NameResp_TEXT,3,balloon,panda bear
R_6tIMcOQsORkQnuB,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(3),NameResp_TEXT,3,balloon,Row of seats in a theater
R_cAPsFbVcU6FKEpT,NameResp_TEXT(3),NameResp_TEXT,3,balloon,person's head from side
R_cO0dBs5ofX0BOpT,NameResp_TEXT(3),NameResp_TEXT,3,balloon,baby
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(3),NameResp_TEXT,3,balloon,ghost
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_0cuIBoqJYSnYnLT,NameResp_TEXT(3),NameResp_TEXT,3,balloon,jellyfish
R_9KSFfd62afsuieF,NameResp_TEXT(3),NameResp_TEXT,3,balloon,octopus
R_02GRIQd5MDRenPf,NameResp_TEXT(3),NameResp_TEXT,3,balloon,face
R_bjv98vU4STp6zQx,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_9KB1XzOy6rP7O1D,NameResp_TEXT(3),NameResp_TEXT,3,balloon,head
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_eDMsuefXH4Nvbhz,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_cGTSCS88UP99f0x,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_6ujqTETwTzRExX7,NameResp_TEXT(3),NameResp_TEXT,3,balloon,a baby
R_1NfgfYV1GvFsWiN,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_0TiNGME0OVqJO3H,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_aWcEn0nidpymQER,NameResp_TEXT(3),NameResp_TEXT,3,balloon,man
R_9FZPEV6r7ezLOSN,NameResp_TEXT(3),NameResp_TEXT,3,balloon,
R_6zhc96D1g2EpM2h,NameResp_TEXT(3),NameResp_TEXT,3,balloon,a skull
R_2a6HPCAFPrB4mIR,NameResp_TEXT(3),NameResp_TEXT,3,balloon,owl
R_8nQqGUmR9MT1CTP,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_0NWkLPKVngfskaV,NameResp_TEXT(4),NameResp_TEXT,4,backpack,moped
R_2tvsWbcRX5R84ap,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack
R_1TCKelAGYh94Ppr,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_5uoQgdmI1psnW97,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(4),NameResp_TEXT,4,backpack,"cars, traffic jam"
R_03dyKKqahwimd1z,NameResp_TEXT(4),NameResp_TEXT,4,backpack,house
R_4I5pqYdhVgOKFKd,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_1EWCq1k7UFauhNj,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_81xh6ldt0VxOPHL,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack
R_9KLkobZ9kYZSzYh,NameResp_TEXT(4),NameResp_TEXT,4,backpack,car seat
R_4T9SzDwjzOtlmrX,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_eFBfDt4acLjjVQh,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack
R_9NNGTs03HOOrLhz,NameResp_TEXT(4),NameResp_TEXT,4,backpack,a city in the night sky
R_9QAIH8o5XKYkAFD,NameResp_TEXT(4),NameResp_TEXT,4,backpack,person
R_8hQIw8oM3sZtlUV,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_dbuBKRXlnjouSRD,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack
R_81i04UQTtFxOXlz,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_aflUaQ1v901DTZb,NameResp_TEXT(4),NameResp_TEXT,4,backpack,doorway
R_8cU5NCG2ysTIeFf,NameResp_TEXT(4),NameResp_TEXT,4,backpack,train
R_9movxfJr3JHx4c5,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_6zZuvVsaXiYicmh,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack
R_7Os34FuyUOKUtAV,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_6tIMcOQsORkQnuB,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(4),NameResp_TEXT,4,backpack,student on break
R_cAPsFbVcU6FKEpT,NameResp_TEXT(4),NameResp_TEXT,4,backpack,people throwing objects
R_cO0dBs5ofX0BOpT,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(4),NameResp_TEXT,4,backpack,Mailbox
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_0cuIBoqJYSnYnLT,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_9KSFfd62afsuieF,NameResp_TEXT(4),NameResp_TEXT,4,backpack,penguin
R_02GRIQd5MDRenPf,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_bjv98vU4STp6zQx,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_9KB1XzOy6rP7O1D,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(4),NameResp_TEXT,4,backpack,backpack
R_eDMsuefXH4Nvbhz,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_cGTSCS88UP99f0x,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_6ujqTETwTzRExX7,NameResp_TEXT(4),NameResp_TEXT,4,backpack,People dancing
R_1NfgfYV1GvFsWiN,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_0TiNGME0OVqJO3H,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_aWcEn0nidpymQER,NameResp_TEXT(4),NameResp_TEXT,4,backpack,train
R_9FZPEV6r7ezLOSN,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_6zhc96D1g2EpM2h,NameResp_TEXT(4),NameResp_TEXT,4,backpack,beards
R_2a6HPCAFPrB4mIR,NameResp_TEXT(4),NameResp_TEXT,4,backpack,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(5),NameResp_TEXT,5,headphones,building
R_0NWkLPKVngfskaV,NameResp_TEXT(5),NameResp_TEXT,5,headphones,rollarcoaster
R_2tvsWbcRX5R84ap,NameResp_TEXT(5),NameResp_TEXT,5,headphones,city overview
R_1TCKelAGYh94Ppr,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_5uoQgdmI1psnW97,NameResp_TEXT(5),NameResp_TEXT,5,headphones,houses
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(5),NameResp_TEXT,5,headphones,a town 
R_03dyKKqahwimd1z,NameResp_TEXT(5),NameResp_TEXT,5,headphones,house
R_4I5pqYdhVgOKFKd,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_1EWCq1k7UFauhNj,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_81xh6ldt0VxOPHL,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(5),NameResp_TEXT,5,headphones,city
R_4T9SzDwjzOtlmrX,NameResp_TEXT(5),NameResp_TEXT,5,headphones,bridge
R_eFBfDt4acLjjVQh,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(5),NameResp_TEXT,5,headphones,House
R_3jv8dkv5pkIe4f3,NameResp_TEXT(5),NameResp_TEXT,5,headphones,houses/building
R_9NNGTs03HOOrLhz,NameResp_TEXT(5),NameResp_TEXT,5,headphones,a group of houses (like you see in Greece) 
R_9QAIH8o5XKYkAFD,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(5),NameResp_TEXT,5,headphones,face
R_dbuBKRXlnjouSRD,NameResp_TEXT(5),NameResp_TEXT,5,headphones,narwhal
R_81i04UQTtFxOXlz,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_aflUaQ1v901DTZb,NameResp_TEXT(5),NameResp_TEXT,5,headphones,a house
R_8cU5NCG2ysTIeFf,NameResp_TEXT(5),NameResp_TEXT,5,headphones,village
R_9movxfJr3JHx4c5,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_6zZuvVsaXiYicmh,NameResp_TEXT(5),NameResp_TEXT,5,headphones,dinosaur
R_7Os34FuyUOKUtAV,NameResp_TEXT(5),NameResp_TEXT,5,headphones,city
R_6tIMcOQsORkQnuB,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_cAPsFbVcU6FKEpT,NameResp_TEXT(5),NameResp_TEXT,5,headphones,buildings
R_cO0dBs5ofX0BOpT,NameResp_TEXT(5),NameResp_TEXT,5,headphones,man
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(5),NameResp_TEXT,5,headphones,buildings
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(5),NameResp_TEXT,5,headphones,looks like the presentation clip ad for a production company before a film of a company i forgot the name of 
R_0cuIBoqJYSnYnLT,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_9KSFfd62afsuieF,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_02GRIQd5MDRenPf,NameResp_TEXT(5),NameResp_TEXT,5,headphones,letter E a lot of times
R_bjv98vU4STp6zQx,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_9KB1XzOy6rP7O1D,NameResp_TEXT(5),NameResp_TEXT,5,headphones,house
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(5),NameResp_TEXT,5,headphones,house 
R_eDMsuefXH4Nvbhz,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_cGTSCS88UP99f0x,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_6ujqTETwTzRExX7,NameResp_TEXT(5),NameResp_TEXT,5,headphones,rainbow
R_1NfgfYV1GvFsWiN,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_0TiNGME0OVqJO3H,NameResp_TEXT(5),NameResp_TEXT,5,headphones,Town
R_0ih7r0MXsn7mCSV,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_aWcEn0nidpymQER,NameResp_TEXT(5),NameResp_TEXT,5,headphones,soldier
R_9FZPEV6r7ezLOSN,NameResp_TEXT(5),NameResp_TEXT,5,headphones,dinosaur
R_6zhc96D1g2EpM2h,NameResp_TEXT(5),NameResp_TEXT,5,headphones,houses and a chimney
R_2a6HPCAFPrB4mIR,NameResp_TEXT(5),NameResp_TEXT,5,headphones,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_0NWkLPKVngfskaV,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_2tvsWbcRX5R84ap,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_1TCKelAGYh94Ppr,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_5uoQgdmI1psnW97,NameResp_TEXT(6),NameResp_TEXT,6,stroller,leaves
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_03dyKKqahwimd1z,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_4I5pqYdhVgOKFKd,NameResp_TEXT(6),NameResp_TEXT,6,stroller,whale
R_1EWCq1k7UFauhNj,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_81xh6ldt0VxOPHL,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_9KLkobZ9kYZSzYh,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_4T9SzDwjzOtlmrX,NameResp_TEXT(6),NameResp_TEXT,6,stroller,binoculars
R_eFBfDt4acLjjVQh,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_3jv8dkv5pkIe4f3,NameResp_TEXT(6),NameResp_TEXT,6,stroller,monsters
R_9NNGTs03HOOrLhz,NameResp_TEXT(6),NameResp_TEXT,6,stroller,Looks like cave art of a battle
R_9QAIH8o5XKYkAFD,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_8hQIw8oM3sZtlUV,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_dbuBKRXlnjouSRD,NameResp_TEXT(6),NameResp_TEXT,6,stroller,hope
R_81i04UQTtFxOXlz,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_aflUaQ1v901DTZb,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_8cU5NCG2ysTIeFf,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_9movxfJr3JHx4c5,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_6zZuvVsaXiYicmh,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_7Os34FuyUOKUtAV,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_6tIMcOQsORkQnuB,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(6),NameResp_TEXT,6,stroller,brawl
R_cAPsFbVcU6FKEpT,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_cO0dBs5ofX0BOpT,NameResp_TEXT(6),NameResp_TEXT,6,stroller,little people
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(6),NameResp_TEXT,6,stroller,witch
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_0cuIBoqJYSnYnLT,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_9KSFfd62afsuieF,NameResp_TEXT(6),NameResp_TEXT,6,stroller,bulldog
R_02GRIQd5MDRenPf,NameResp_TEXT(6),NameResp_TEXT,6,stroller,faces
R_bjv98vU4STp6zQx,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_9KB1XzOy6rP7O1D,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_eDMsuefXH4Nvbhz,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_cGTSCS88UP99f0x,NameResp_TEXT(6),NameResp_TEXT,6,stroller,fish
R_6ujqTETwTzRExX7,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_1NfgfYV1GvFsWiN,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_0TiNGME0OVqJO3H,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_0ih7r0MXsn7mCSV,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_aWcEn0nidpymQER,NameResp_TEXT(6),NameResp_TEXT,6,stroller,forest
R_9FZPEV6r7ezLOSN,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_6zhc96D1g2EpM2h,NameResp_TEXT(6),NameResp_TEXT,6,stroller,a weird creature in the center
R_2a6HPCAFPrB4mIR,NameResp_TEXT(6),NameResp_TEXT,6,stroller,
R_8nQqGUmR9MT1CTP,NameResp_TEXT(7),NameResp_TEXT,7,hammer,wrench
R_0NWkLPKVngfskaV,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer
R_2tvsWbcRX5R84ap,NameResp_TEXT(7),NameResp_TEXT,7,hammer,bat
R_1TCKelAGYh94Ppr,NameResp_TEXT(7),NameResp_TEXT,7,hammer,
R_5uoQgdmI1psnW97,NameResp_TEXT(7),NameResp_TEXT,7,hammer,a log in water
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(7),NameResp_TEXT,7,hammer,
R_03dyKKqahwimd1z,NameResp_TEXT(7),NameResp_TEXT,7,hammer,walking stick
R_4I5pqYdhVgOKFKd,NameResp_TEXT(7),NameResp_TEXT,7,hammer,
R_1EWCq1k7UFauhNj,NameResp_TEXT(7),NameResp_TEXT,7,hammer,
R_81xh6ldt0VxOPHL,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer
