subj_id,qual_col,measure,row,Name,TextResp,isCorrect
R_03dyKKqahwimd1z,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(6),NameResp_TEXT,6,stroller,whale,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(6),NameResp_TEXT,6,stroller,binoculars,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(6),NameResp_TEXT,6,stroller,monsters,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(6),NameResp_TEXT,6,stroller,Looks like cave art of a battle,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(6),NameResp_TEXT,6,stroller,hope,0
R_81i04UQTtFxOXlz,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(6),NameResp_TEXT,6,stroller,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(7),NameResp_TEXT,7,hammer,wrench,0
R_0NWkLPKVngfskaV,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_2tvsWbcRX5R84ap,NameResp_TEXT(7),NameResp_TEXT,7,hammer,bat,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(7),NameResp_TEXT,7,hammer,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(7),NameResp_TEXT,7,hammer,a log in water,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(7),NameResp_TEXT,7,hammer,,0
R_03dyKKqahwimd1z,NameResp_TEXT(7),NameResp_TEXT,7,hammer,walking stick,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(7),NameResp_TEXT,7,hammer,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(7),NameResp_TEXT,7,hammer,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(7),NameResp_TEXT,7,hammer,metal rod,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(7),NameResp_TEXT,7,hammer,Flashlight,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(7),NameResp_TEXT,7,hammer,cane,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_9QAIH8o5XKYkAFD,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_8hQIw8oM3sZtlUV,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_dbuBKRXlnjouSRD,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_81i04UQTtFxOXlz,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer ,0
R_aflUaQ1v901DTZb,NameResp_TEXT(7),NameResp_TEXT,7,hammer,hammer,1
R_8cU5NCG2ysTIeFf,NameResp_TEXT(7),NameResp_TEXT,7,hammer,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_0NWkLPKVngfskaV,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_2tvsWbcRX5R84ap,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_1TCKelAGYh94Ppr,NameResp_TEXT(8),NameResp_TEXT,8,camera,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(8),NameResp_TEXT,8,camera,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(8),NameResp_TEXT,8,camera,,0
R_03dyKKqahwimd1z,NameResp_TEXT(8),NameResp_TEXT,8,camera,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_1EWCq1k7UFauhNj,NameResp_TEXT(8),NameResp_TEXT,8,camera,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_4T9SzDwjzOtlmrX,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_3jv8dkv5pkIe4f3,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_9NNGTs03HOOrLhz,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_9QAIH8o5XKYkAFD,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_8hQIw8oM3sZtlUV,NameResp_TEXT(8),NameResp_TEXT,8,camera,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_81i04UQTtFxOXlz,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera ,0
R_aflUaQ1v901DTZb,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_8cU5NCG2ysTIeFf,NameResp_TEXT(8),NameResp_TEXT,8,camera,camera,1
R_8nQqGUmR9MT1CTP,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(9),NameResp_TEXT,9,airplane,a man singing along with a record player,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(9),NameResp_TEXT,9,airplane,cat with kittens,0
R_03dyKKqahwimd1z,NameResp_TEXT(9),NameResp_TEXT,9,airplane,clown,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(9),NameResp_TEXT,9,airplane,aliens,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(9),NameResp_TEXT,9,airplane,fetus,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(9),NameResp_TEXT,9,airplane,The green typical aliens you would see in cartoons,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(9),NameResp_TEXT,9,airplane,chicken death,0
R_81i04UQTtFxOXlz,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(9),NameResp_TEXT,9,airplane,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(10),NameResp_TEXT,10,socks,socks,1
R_0NWkLPKVngfskaV,NameResp_TEXT(10),NameResp_TEXT,10,socks,zebra,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(10),NameResp_TEXT,10,socks,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(10),NameResp_TEXT,10,socks,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(10),NameResp_TEXT,10,socks,a park,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(10),NameResp_TEXT,10,socks,,0
R_03dyKKqahwimd1z,NameResp_TEXT(10),NameResp_TEXT,10,socks,socks,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(10),NameResp_TEXT,10,socks,socks,1
R_1EWCq1k7UFauhNj,NameResp_TEXT(10),NameResp_TEXT,10,socks,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(10),NameResp_TEXT,10,socks,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(10),NameResp_TEXT,10,socks,socks,1
R_4T9SzDwjzOtlmrX,NameResp_TEXT(10),NameResp_TEXT,10,socks,lawn chairs,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(10),NameResp_TEXT,10,socks,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(10),NameResp_TEXT,10,socks,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(10),NameResp_TEXT,10,socks,socks,1
R_9NNGTs03HOOrLhz,NameResp_TEXT(10),NameResp_TEXT,10,socks,two beach benches people lay out on,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(10),NameResp_TEXT,10,socks,beach chairs,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(10),NameResp_TEXT,10,socks,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(10),NameResp_TEXT,10,socks,socks,1
R_81i04UQTtFxOXlz,NameResp_TEXT(10),NameResp_TEXT,10,socks,two snails side by side ,0
R_aflUaQ1v901DTZb,NameResp_TEXT(10),NameResp_TEXT,10,socks,person playing piano,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(10),NameResp_TEXT,10,socks,lobsters,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(11),NameResp_TEXT,11,glove,man,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(11),NameResp_TEXT,11,glove,a dog again,0
R_03dyKKqahwimd1z,NameResp_TEXT(11),NameResp_TEXT,11,glove,alligator,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(11),NameResp_TEXT,11,glove,pizza,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(11),NameResp_TEXT,11,glove,glove,1
R_81i04UQTtFxOXlz,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(11),NameResp_TEXT,11,glove,,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(12),NameResp_TEXT,12,cake,cake,1
R_0NWkLPKVngfskaV,NameResp_TEXT(12),NameResp_TEXT,12,cake,leaf,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(12),NameResp_TEXT,12,cake,sun,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_03dyKKqahwimd1z,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(12),NameResp_TEXT,12,cake,hat,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(12),NameResp_TEXT,12,cake,cake,1
R_4T9SzDwjzOtlmrX,NameResp_TEXT(12),NameResp_TEXT,12,cake,donut,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(12),NameResp_TEXT,12,cake,muffin,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(12),NameResp_TEXT,12,cake,pizza,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(12),NameResp_TEXT,12,cake,a hat,0
R_81i04UQTtFxOXlz,NameResp_TEXT(12),NameResp_TEXT,12,cake,,0
R_aflUaQ1v901DTZb,NameResp_TEXT(12),NameResp_TEXT,12,cake,stove,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(12),NameResp_TEXT,12,cake,pomegranate,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_0NWkLPKVngfskaV,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,grand central,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_5uoQgdmI1psnW97,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,a bathroom with a hand holding soap or a brush,0
R_03dyKKqahwimd1z,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,hairbrush,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,building,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,city,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,rollercoaster ,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,hairbrush,1
R_3jv8dkv5pkIe4f3,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,a crawly bug ,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(13),NameResp_TEXT,13,hairbrush,man,0
