subj_id,qual_col,TextResp,measure,row,Name,AiMatched
R_aflUaQ1v901DTZb,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(1),pipe,NameResp_TEXT,1,pipe,1
R_9movxfJr3JHx4c5,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(1),black tie event,NameResp_TEXT,1,pipe,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(1),boy camping in the forest,NameResp_TEXT,1,pipe,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(1),monkey,NameResp_TEXT,1,pipe,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(1),House,NameResp_TEXT,1,pipe,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(1),Skis ,NameResp_TEXT,1,pipe,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(1),face,NameResp_TEXT,1,pipe,0
R_9KSFfd62afsuieF,NameResp_TEXT(1),lion,NameResp_TEXT,1,pipe,0
R_02GRIQd5MDRenPf,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_bjv98vU4STp6zQx,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(1),face,NameResp_TEXT,1,pipe,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(1),village ,NameResp_TEXT,1,pipe,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_cGTSCS88UP99f0x,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_6ujqTETwTzRExX7,NameResp_TEXT(1),A Man,NameResp_TEXT,1,pipe,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(1),angels pouring water,NameResp_TEXT,1,pipe,0
R_aWcEn0nidpymQER,NameResp_TEXT(1),court room,NameResp_TEXT,1,pipe,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(1),a man with a weird face and beard,NameResp_TEXT,1,pipe,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(1),,NameResp_TEXT,1,pipe,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_0NWkLPKVngfskaV,NameResp_TEXT(2),piano,NameResp_TEXT,2,train,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(2),titanic,NameResp_TEXT,2,train,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_5uoQgdmI1psnW97,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(2),"a piano, church pipe organ",NameResp_TEXT,2,train,0
R_03dyKKqahwimd1z,NameResp_TEXT(2),bridge,NameResp_TEXT,2,train,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(2),piano,NameResp_TEXT,2,train,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_4T9SzDwjzOtlmrX,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(2),cane,NameResp_TEXT,2,train,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(2),Train,NameResp_TEXT,2,train,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(2),piano,NameResp_TEXT,2,train,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(2),a piano and a black women leaning/laying on top of it (like back in the 70s/80s),NameResp_TEXT,2,train,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(2),piano,NameResp_TEXT,2,train,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(2),piano,NameResp_TEXT,2,train,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_81i04UQTtFxOXlz,NameResp_TEXT(2),a railroad track ,NameResp_TEXT,2,train,0
R_aflUaQ1v901DTZb,NameResp_TEXT(2),Piano,NameResp_TEXT,2,train,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(2),piano,NameResp_TEXT,2,train,0
R_9movxfJr3JHx4c5,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_6zZuvVsaXiYicmh,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_7Os34FuyUOKUtAV,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(2),piano,NameResp_TEXT,2,train,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(2),train on elevated track,NameResp_TEXT,2,train,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(2),piano,NameResp_TEXT,2,train,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(2),overlooking a neighbor hood from a bridge,NameResp_TEXT,2,train,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(2),Trombone ,NameResp_TEXT,2,train,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_9KSFfd62afsuieF,NameResp_TEXT(2),bed,NameResp_TEXT,2,train,0
R_02GRIQd5MDRenPf,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_bjv98vU4STp6zQx,NameResp_TEXT(2),bridge,NameResp_TEXT,2,train,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(2),train,NameResp_TEXT,2,train,1
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_cGTSCS88UP99f0x,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_6ujqTETwTzRExX7,NameResp_TEXT(2),a piano,NameResp_TEXT,2,train,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(2),a trombone,NameResp_TEXT,2,train,0
R_aWcEn0nidpymQER,NameResp_TEXT(2),house,NameResp_TEXT,2,train,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(2),houses,NameResp_TEXT,2,train,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(2),pool table,NameResp_TEXT,2,train,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(2),,NameResp_TEXT,2,train,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_0NWkLPKVngfskaV,NameResp_TEXT(3),MLKJ,NameResp_TEXT,3,balloon,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(3),balloon,NameResp_TEXT,3,balloon,1
R_1TCKelAGYh94Ppr,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_5uoQgdmI1psnW97,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(3),a cowboy kicking up dust with his vehicle,NameResp_TEXT,3,balloon,0
R_03dyKKqahwimd1z,NameResp_TEXT(3),balloon,NameResp_TEXT,3,balloon,1
R_4I5pqYdhVgOKFKd,NameResp_TEXT(3),person's face,NameResp_TEXT,3,balloon,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(3),balloon,NameResp_TEXT,3,balloon,1
R_eFBfDt4acLjjVQh,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(3),skull,NameResp_TEXT,3,balloon,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(3),the devil,NameResp_TEXT,3,balloon,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(3),person,NameResp_TEXT,3,balloon,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(3),gold,NameResp_TEXT,3,balloon,0
R_81i04UQTtFxOXlz,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_aflUaQ1v901DTZb,NameResp_TEXT(3),balloon,NameResp_TEXT,3,balloon,1
R_8cU5NCG2ysTIeFf,NameResp_TEXT(3),dog and flowers,NameResp_TEXT,3,balloon,0
R_9movxfJr3JHx4c5,NameResp_TEXT(3),flowers,NameResp_TEXT,3,balloon,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(3),panda bear,NameResp_TEXT,3,balloon,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(3),Row of seats in a theater,NameResp_TEXT,3,balloon,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(3),person's head from side,NameResp_TEXT,3,balloon,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(3),baby,NameResp_TEXT,3,balloon,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(3),ghost,NameResp_TEXT,3,balloon,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(3),jellyfish,NameResp_TEXT,3,balloon,0
R_9KSFfd62afsuieF,NameResp_TEXT(3),octopus,NameResp_TEXT,3,balloon,0
R_02GRIQd5MDRenPf,NameResp_TEXT(3),face,NameResp_TEXT,3,balloon,0
R_bjv98vU4STp6zQx,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(3),head,NameResp_TEXT,3,balloon,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_cGTSCS88UP99f0x,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_6ujqTETwTzRExX7,NameResp_TEXT(3),a baby,NameResp_TEXT,3,balloon,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_aWcEn0nidpymQER,NameResp_TEXT(3),man,NameResp_TEXT,3,balloon,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(3),,NameResp_TEXT,3,balloon,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(3),a skull,NameResp_TEXT,3,balloon,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(3),owl,NameResp_TEXT,3,balloon,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_0NWkLPKVngfskaV,NameResp_TEXT(4),moped,NameResp_TEXT,4,backpack,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(4),backpack,NameResp_TEXT,4,backpack,1
R_1TCKelAGYh94Ppr,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_5uoQgdmI1psnW97,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(4),"cars, traffic jam",NameResp_TEXT,4,backpack,0
R_03dyKKqahwimd1z,NameResp_TEXT(4),house,NameResp_TEXT,4,backpack,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(4),backpack,NameResp_TEXT,4,backpack,1
R_9KLkobZ9kYZSzYh,NameResp_TEXT(4),car seat,NameResp_TEXT,4,backpack,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(4),backpack,NameResp_TEXT,4,backpack,1
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(4),a backpack ,NameResp_TEXT,4,backpack,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(4),a city in the night sky,NameResp_TEXT,4,backpack,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(4),person,NameResp_TEXT,4,backpack,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(4),backpack,NameResp_TEXT,4,backpack,1
R_81i04UQTtFxOXlz,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_aflUaQ1v901DTZb,NameResp_TEXT(4),doorway,NameResp_TEXT,4,backpack,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(4),train,NameResp_TEXT,4,backpack,0
R_9movxfJr3JHx4c5,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(4),backpack,NameResp_TEXT,4,backpack,1
R_7Os34FuyUOKUtAV,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(4),student on break,NameResp_TEXT,4,backpack,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(4),people throwing objects,NameResp_TEXT,4,backpack,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(4),Mailbox,NameResp_TEXT,4,backpack,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_9KSFfd62afsuieF,NameResp_TEXT(4),penguin,NameResp_TEXT,4,backpack,0
R_02GRIQd5MDRenPf,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_bjv98vU4STp6zQx,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(4),backpack,NameResp_TEXT,4,backpack,1
R_eDMsuefXH4Nvbhz,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_cGTSCS88UP99f0x,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_6ujqTETwTzRExX7,NameResp_TEXT(4),People dancing,NameResp_TEXT,4,backpack,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_aWcEn0nidpymQER,NameResp_TEXT(4),train,NameResp_TEXT,4,backpack,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(4),beards,NameResp_TEXT,4,backpack,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(4),,NameResp_TEXT,4,backpack,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(5),building,NameResp_TEXT,5,headphones,0
R_0NWkLPKVngfskaV,NameResp_TEXT(5),rollarcoaster,NameResp_TEXT,5,headphones,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(5),city overview,NameResp_TEXT,5,headphones,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_5uoQgdmI1psnW97,NameResp_TEXT(5),houses,NameResp_TEXT,5,headphones,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(5),a town ,NameResp_TEXT,5,headphones,0
R_03dyKKqahwimd1z,NameResp_TEXT(5),house,NameResp_TEXT,5,headphones,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(5),city,NameResp_TEXT,5,headphones,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(5),bridge,NameResp_TEXT,5,headphones,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(5),House,NameResp_TEXT,5,headphones,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(5),houses/building,NameResp_TEXT,5,headphones,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(5),a group of houses (like you see in Greece) ,NameResp_TEXT,5,headphones,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(5),face,NameResp_TEXT,5,headphones,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(5),narwhal,NameResp_TEXT,5,headphones,0
R_81i04UQTtFxOXlz,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_aflUaQ1v901DTZb,NameResp_TEXT(5),a house,NameResp_TEXT,5,headphones,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(5),village,NameResp_TEXT,5,headphones,0
R_9movxfJr3JHx4c5,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(5),dinosaur,NameResp_TEXT,5,headphones,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(5),city,NameResp_TEXT,5,headphones,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(5),buildings,NameResp_TEXT,5,headphones,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(5),man,NameResp_TEXT,5,headphones,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(5),buildings,NameResp_TEXT,5,headphones,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(5),looks like the presentation clip ad for a production company before a film of a company i forgot the name of ,NameResp_TEXT,5,headphones,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_9KSFfd62afsuieF,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_02GRIQd5MDRenPf,NameResp_TEXT(5),letter E a lot of times,NameResp_TEXT,5,headphones,0
R_bjv98vU4STp6zQx,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(5),house,NameResp_TEXT,5,headphones,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(5),house ,NameResp_TEXT,5,headphones,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_cGTSCS88UP99f0x,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_6ujqTETwTzRExX7,NameResp_TEXT(5),rainbow,NameResp_TEXT,5,headphones,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(5),Town,NameResp_TEXT,5,headphones,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_aWcEn0nidpymQER,NameResp_TEXT(5),soldier,NameResp_TEXT,5,headphones,0
R_9FZPEV6r7ezLOSN,NameResp_TEXT(5),dinosaur,NameResp_TEXT,5,headphones,0
R_6zhc96D1g2EpM2h,NameResp_TEXT(5),houses and a chimney,NameResp_TEXT,5,headphones,0
R_2a6HPCAFPrB4mIR,NameResp_TEXT(5),,NameResp_TEXT,5,headphones,0
R_8nQqGUmR9MT1CTP,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_0NWkLPKVngfskaV,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_2tvsWbcRX5R84ap,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_1TCKelAGYh94Ppr,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_5uoQgdmI1psnW97,NameResp_TEXT(6),leaves,NameResp_TEXT,6,stroller,0
R_2aVo1rAUKgNJ8VL,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_03dyKKqahwimd1z,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_4I5pqYdhVgOKFKd,NameResp_TEXT(6),whale,NameResp_TEXT,6,stroller,0
R_1EWCq1k7UFauhNj,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_81xh6ldt0VxOPHL,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_9KLkobZ9kYZSzYh,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_4T9SzDwjzOtlmrX,NameResp_TEXT(6),binoculars,NameResp_TEXT,6,stroller,0
R_eFBfDt4acLjjVQh,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_d6Dq6Kyn36MTAJ7,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_3jv8dkv5pkIe4f3,NameResp_TEXT(6),monsters,NameResp_TEXT,6,stroller,0
R_9NNGTs03HOOrLhz,NameResp_TEXT(6),Looks like cave art of a battle,NameResp_TEXT,6,stroller,0
R_9QAIH8o5XKYkAFD,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_8hQIw8oM3sZtlUV,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_dbuBKRXlnjouSRD,NameResp_TEXT(6),hope,NameResp_TEXT,6,stroller,0
R_81i04UQTtFxOXlz,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_aflUaQ1v901DTZb,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_8cU5NCG2ysTIeFf,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_9movxfJr3JHx4c5,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_6zZuvVsaXiYicmh,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_7Os34FuyUOKUtAV,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_6tIMcOQsORkQnuB,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_e9a4GNsvoZJ49mZ,NameResp_TEXT(6),brawl,NameResp_TEXT,6,stroller,0
R_cAPsFbVcU6FKEpT,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_cO0dBs5ofX0BOpT,NameResp_TEXT(6),little people,NameResp_TEXT,6,stroller,0
R_6Yb3oRlkWUQ0xkF,NameResp_TEXT(6),witch,NameResp_TEXT,6,stroller,0
R_5A3PjLiZbWfA6Tb,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_0cuIBoqJYSnYnLT,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_9KSFfd62afsuieF,NameResp_TEXT(6),bulldog,NameResp_TEXT,6,stroller,0
R_02GRIQd5MDRenPf,NameResp_TEXT(6),faces,NameResp_TEXT,6,stroller,0
R_bjv98vU4STp6zQx,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_9KB1XzOy6rP7O1D,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_eX2Q9p9ZqgsYVLv,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_eDMsuefXH4Nvbhz,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_cGTSCS88UP99f0x,NameResp_TEXT(6),fish,NameResp_TEXT,6,stroller,0
R_6ujqTETwTzRExX7,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_1NfgfYV1GvFsWiN,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_0TiNGME0OVqJO3H,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_0ih7r0MXsn7mCSV,NameResp_TEXT(6),,NameResp_TEXT,6,stroller,0
R_aWcEn0nidpymQER,NameResp_TEXT(6),forest,NameResp_TEXT,6,stroller,0
